	Dataset	Detection threshold	Handle	LM_Group_COLOR	Platform_Category	Platform_Colour	Platform_Symbol	chip_id	dataset_name	description	display_metadata	final_cell_type	generic_sample_type	labelling	name	number of samples	organism	parental_cell_type	platform	project	replicate_group_id	sample types	sample_type	Feeder	Day	sex	species	K Means	Year
5005_1705168044_C	5005	5.8	Hough_2009_19890402	conventional	Illumina V2	"rgb(0,0,0)"	circle	1705168044_C	Hough	"BACKGROUND: Commitment in embryonic stem cells is often depicted as a binary choice between alternate cell states, pluripotency and specification to a particular germ layer or extraembryonic lineage. However, close examination of human ES cell cultures has revealed significant heterogeneity in the stem cell compartment. METHODOLOGY/PRINCIPAL FINDINGS: We isolated subpopulations of embryonic stem cells using surface markers, then examined their expression of pluripotency genes and lineage specific transcription factors at the single cell level, and tested their ability to regenerate colonies of stem cells. Transcript analysis of single embryonic stem cells showed that there is a gradient and a hierarchy of expression of pluripotency genes in the population. Even cells at the top of the hierarchy generally express only a subset of the stem cell genes studied. Many cells co-express pluripotency and lineage specific genes. Cells along the continuum show a progressively decreasing likelihood of self renewal as their expression of stem cell surface markers and pluripotency genes wanes. Most cells that are positive for stem cell surface markers express Oct-4, but only those towards the top of the hierarchy express the nodal receptor TDGF-1 and the growth factor GDF3. SIGNIFICANCE: These findings on gene expression in single embryonic stem cells are in concert with recent studies of early mammalian development, which reveal molecular heterogeneity and a stochasticity of gene expression in blastomeres. Our work indicates that only a small fraction of the population resides at the top of the hierarchy, that lineage priming (co-expression of stem cell and lineage specific genes) characterizes pluripotent stem cell populations, and that extrinsic signaling pathways are upstream of transcription factor networks that control pluripotency. [Abstract from original publiction; PLoS One. 2009 Nov 5;4(11):e7708.]"	embryonic stem cell		embryonic stem cell	Cy3	Hough	12	Homo sapiens	embryonic stem cell	Microarray (Illumina HumanWG-6 V2)		p6_rep1	"ESC GCTM2 (neg) CD9 (neg), ESC GCTM2 (low) CD9 (low), ESC GCTM2 (mid) CD9 (mid), ESC GCTM2 (high) CD9 (high)"	ESC GCTM2 (mid) CD9 (mid)				Homo sapiens	0	2009
5005_1705168044_D	5005	5.8	Hough_2009_19890402	conventional	Illumina V2	"rgb(0,0,0)"	circle	1705168044_D	Hough	"BACKGROUND: Commitment in embryonic stem cells is often depicted as a binary choice between alternate cell states, pluripotency and specification to a particular germ layer or extraembryonic lineage. However, close examination of human ES cell cultures has revealed significant heterogeneity in the stem cell compartment. METHODOLOGY/PRINCIPAL FINDINGS: We isolated subpopulations of embryonic stem cells using surface markers, then examined their expression of pluripotency genes and lineage specific transcription factors at the single cell level, and tested their ability to regenerate colonies of stem cells. Transcript analysis of single embryonic stem cells showed that there is a gradient and a hierarchy of expression of pluripotency genes in the population. Even cells at the top of the hierarchy generally express only a subset of the stem cell genes studied. Many cells co-express pluripotency and lineage specific genes. Cells along the continuum show a progressively decreasing likelihood of self renewal as their expression of stem cell surface markers and pluripotency genes wanes. Most cells that are positive for stem cell surface markers express Oct-4, but only those towards the top of the hierarchy express the nodal receptor TDGF-1 and the growth factor GDF3. SIGNIFICANCE: These findings on gene expression in single embryonic stem cells are in concert with recent studies of early mammalian development, which reveal molecular heterogeneity and a stochasticity of gene expression in blastomeres. Our work indicates that only a small fraction of the population resides at the top of the hierarchy, that lineage priming (co-expression of stem cell and lineage specific genes) characterizes pluripotent stem cell populations, and that extrinsic signaling pathways are upstream of transcription factor networks that control pluripotency. [Abstract from original publiction; PLoS One. 2009 Nov 5;4(11):e7708.]"	embryonic stem cell		embryonic stem cell	Cy3	Hough	12	Homo sapiens	embryonic stem cell	Microarray (Illumina HumanWG-6 V2)		p7_rep1	"ESC GCTM2 (neg) CD9 (neg), ESC GCTM2 (low) CD9 (low), ESC GCTM2 (mid) CD9 (mid), ESC GCTM2 (high) CD9 (high)"	ESC GCTM2 (high) CD9 (high)				Homo sapiens	0	2009
5005_1705168044_F	5005	5.8	Hough_2009_19890402	conventional	Illumina V2	"rgb(0,0,0)"	circle	1705168044_F	Hough	"BACKGROUND: Commitment in embryonic stem cells is often depicted as a binary choice between alternate cell states, pluripotency and specification to a particular germ layer or extraembryonic lineage. However, close examination of human ES cell cultures has revealed significant heterogeneity in the stem cell compartment. METHODOLOGY/PRINCIPAL FINDINGS: We isolated subpopulations of embryonic stem cells using surface markers, then examined their expression of pluripotency genes and lineage specific transcription factors at the single cell level, and tested their ability to regenerate colonies of stem cells. Transcript analysis of single embryonic stem cells showed that there is a gradient and a hierarchy of expression of pluripotency genes in the population. Even cells at the top of the hierarchy generally express only a subset of the stem cell genes studied. Many cells co-express pluripotency and lineage specific genes. Cells along the continuum show a progressively decreasing likelihood of self renewal as their expression of stem cell surface markers and pluripotency genes wanes. Most cells that are positive for stem cell surface markers express Oct-4, but only those towards the top of the hierarchy express the nodal receptor TDGF-1 and the growth factor GDF3. SIGNIFICANCE: These findings on gene expression in single embryonic stem cells are in concert with recent studies of early mammalian development, which reveal molecular heterogeneity and a stochasticity of gene expression in blastomeres. Our work indicates that only a small fraction of the population resides at the top of the hierarchy, that lineage priming (co-expression of stem cell and lineage specific genes) characterizes pluripotent stem cell populations, and that extrinsic signaling pathways are upstream of transcription factor networks that control pluripotency. [Abstract from original publiction; PLoS One. 2009 Nov 5;4(11):e7708.]"	embryonic stem cell		embryonic stem cell	Cy3	Hough	12	Homo sapiens	embryonic stem cell	Microarray (Illumina HumanWG-6 V2)		p5_rep2	"ESC GCTM2 (neg) CD9 (neg), ESC GCTM2 (low) CD9 (low), ESC GCTM2 (mid) CD9 (mid), ESC GCTM2 (high) CD9 (high)"	ESC GCTM2 (low) CD9 (low)				Homo sapiens	0	2009
5005_1705168082_A	5005	5.8	Hough_2009_19890402	conventional	Illumina V2	"rgb(0,0,0)"	circle	1705168082_A	Hough	"BACKGROUND: Commitment in embryonic stem cells is often depicted as a binary choice between alternate cell states, pluripotency and specification to a particular germ layer or extraembryonic lineage. However, close examination of human ES cell cultures has revealed significant heterogeneity in the stem cell compartment. METHODOLOGY/PRINCIPAL FINDINGS: We isolated subpopulations of embryonic stem cells using surface markers, then examined their expression of pluripotency genes and lineage specific transcription factors at the single cell level, and tested their ability to regenerate colonies of stem cells. Transcript analysis of single embryonic stem cells showed that there is a gradient and a hierarchy of expression of pluripotency genes in the population. Even cells at the top of the hierarchy generally express only a subset of the stem cell genes studied. Many cells co-express pluripotency and lineage specific genes. Cells along the continuum show a progressively decreasing likelihood of self renewal as their expression of stem cell surface markers and pluripotency genes wanes. Most cells that are positive for stem cell surface markers express Oct-4, but only those towards the top of the hierarchy express the nodal receptor TDGF-1 and the growth factor GDF3. SIGNIFICANCE: These findings on gene expression in single embryonic stem cells are in concert with recent studies of early mammalian development, which reveal molecular heterogeneity and a stochasticity of gene expression in blastomeres. Our work indicates that only a small fraction of the population resides at the top of the hierarchy, that lineage priming (co-expression of stem cell and lineage specific genes) characterizes pluripotent stem cell populations, and that extrinsic signaling pathways are upstream of transcription factor networks that control pluripotency. [Abstract from original publiction; PLoS One. 2009 Nov 5;4(11):e7708.]"	embryonic stem cell		embryonic stem cell	Cy3	Hough	12	Homo sapiens	embryonic stem cell	Microarray (Illumina HumanWG-6 V2)		p6_rep2	"ESC GCTM2 (neg) CD9 (neg), ESC GCTM2 (low) CD9 (low), ESC GCTM2 (mid) CD9 (mid), ESC GCTM2 (high) CD9 (high)"	ESC GCTM2 (mid) CD9 (mid)				Homo sapiens	0	2009
5005_1705168082_B	5005	5.8	Hough_2009_19890402	conventional	Illumina V2	"rgb(0,0,0)"	circle	1705168082_B	Hough	"BACKGROUND: Commitment in embryonic stem cells is often depicted as a binary choice between alternate cell states, pluripotency and specification to a particular germ layer or extraembryonic lineage. However, close examination of human ES cell cultures has revealed significant heterogeneity in the stem cell compartment. METHODOLOGY/PRINCIPAL FINDINGS: We isolated subpopulations of embryonic stem cells using surface markers, then examined their expression of pluripotency genes and lineage specific transcription factors at the single cell level, and tested their ability to regenerate colonies of stem cells. Transcript analysis of single embryonic stem cells showed that there is a gradient and a hierarchy of expression of pluripotency genes in the population. Even cells at the top of the hierarchy generally express only a subset of the stem cell genes studied. Many cells co-express pluripotency and lineage specific genes. Cells along the continuum show a progressively decreasing likelihood of self renewal as their expression of stem cell surface markers and pluripotency genes wanes. Most cells that are positive for stem cell surface markers express Oct-4, but only those towards the top of the hierarchy express the nodal receptor TDGF-1 and the growth factor GDF3. SIGNIFICANCE: These findings on gene expression in single embryonic stem cells are in concert with recent studies of early mammalian development, which reveal molecular heterogeneity and a stochasticity of gene expression in blastomeres. Our work indicates that only a small fraction of the population resides at the top of the hierarchy, that lineage priming (co-expression of stem cell and lineage specific genes) characterizes pluripotent stem cell populations, and that extrinsic signaling pathways are upstream of transcription factor networks that control pluripotency. [Abstract from original publiction; PLoS One. 2009 Nov 5;4(11):e7708.]"	embryonic stem cell		embryonic stem cell	Cy3	Hough	12	Homo sapiens	embryonic stem cell	Microarray (Illumina HumanWG-6 V2)		p7_rep2	"ESC GCTM2 (neg) CD9 (neg), ESC GCTM2 (low) CD9 (low), ESC GCTM2 (mid) CD9 (mid), ESC GCTM2 (high) CD9 (high)"	ESC GCTM2 (high) CD9 (high)				Homo sapiens	0	2009
5005_1705168082_D	5005	5.8	Hough_2009_19890402	conventional	Illumina V2	"rgb(0,0,0)"	circle	1705168082_D	Hough	"BACKGROUND: Commitment in embryonic stem cells is often depicted as a binary choice between alternate cell states, pluripotency and specification to a particular germ layer or extraembryonic lineage. However, close examination of human ES cell cultures has revealed significant heterogeneity in the stem cell compartment. METHODOLOGY/PRINCIPAL FINDINGS: We isolated subpopulations of embryonic stem cells using surface markers, then examined their expression of pluripotency genes and lineage specific transcription factors at the single cell level, and tested their ability to regenerate colonies of stem cells. Transcript analysis of single embryonic stem cells showed that there is a gradient and a hierarchy of expression of pluripotency genes in the population. Even cells at the top of the hierarchy generally express only a subset of the stem cell genes studied. Many cells co-express pluripotency and lineage specific genes. Cells along the continuum show a progressively decreasing likelihood of self renewal as their expression of stem cell surface markers and pluripotency genes wanes. Most cells that are positive for stem cell surface markers express Oct-4, but only those towards the top of the hierarchy express the nodal receptor TDGF-1 and the growth factor GDF3. SIGNIFICANCE: These findings on gene expression in single embryonic stem cells are in concert with recent studies of early mammalian development, which reveal molecular heterogeneity and a stochasticity of gene expression in blastomeres. Our work indicates that only a small fraction of the population resides at the top of the hierarchy, that lineage priming (co-expression of stem cell and lineage specific genes) characterizes pluripotent stem cell populations, and that extrinsic signaling pathways are upstream of transcription factor networks that control pluripotency. [Abstract from original publiction; PLoS One. 2009 Nov 5;4(11):e7708.]"	embryonic stem cell		embryonic stem cell	Cy3	Hough	12	Homo sapiens	embryonic stem cell	Microarray (Illumina HumanWG-6 V2)		p5_rep3	"ESC GCTM2 (neg) CD9 (neg), ESC GCTM2 (low) CD9 (low), ESC GCTM2 (mid) CD9 (mid), ESC GCTM2 (high) CD9 (high)"	ESC GCTM2 (low) CD9 (low)				Homo sapiens	0	2009
5005_1705168082_E	5005	5.8	Hough_2009_19890402	conventional	Illumina V2	"rgb(0,0,0)"	circle	1705168082_E	Hough	"BACKGROUND: Commitment in embryonic stem cells is often depicted as a binary choice between alternate cell states, pluripotency and specification to a particular germ layer or extraembryonic lineage. However, close examination of human ES cell cultures has revealed significant heterogeneity in the stem cell compartment. METHODOLOGY/PRINCIPAL FINDINGS: We isolated subpopulations of embryonic stem cells using surface markers, then examined their expression of pluripotency genes and lineage specific transcription factors at the single cell level, and tested their ability to regenerate colonies of stem cells. Transcript analysis of single embryonic stem cells showed that there is a gradient and a hierarchy of expression of pluripotency genes in the population. Even cells at the top of the hierarchy generally express only a subset of the stem cell genes studied. Many cells co-express pluripotency and lineage specific genes. Cells along the continuum show a progressively decreasing likelihood of self renewal as their expression of stem cell surface markers and pluripotency genes wanes. Most cells that are positive for stem cell surface markers express Oct-4, but only those towards the top of the hierarchy express the nodal receptor TDGF-1 and the growth factor GDF3. SIGNIFICANCE: These findings on gene expression in single embryonic stem cells are in concert with recent studies of early mammalian development, which reveal molecular heterogeneity and a stochasticity of gene expression in blastomeres. Our work indicates that only a small fraction of the population resides at the top of the hierarchy, that lineage priming (co-expression of stem cell and lineage specific genes) characterizes pluripotent stem cell populations, and that extrinsic signaling pathways are upstream of transcription factor networks that control pluripotency. [Abstract from original publiction; PLoS One. 2009 Nov 5;4(11):e7708.]"	embryonic stem cell		embryonic stem cell	Cy3	Hough	12	Homo sapiens	embryonic stem cell	Microarray (Illumina HumanWG-6 V2)		p6_rep3	"ESC GCTM2 (neg) CD9 (neg), ESC GCTM2 (low) CD9 (low), ESC GCTM2 (mid) CD9 (mid), ESC GCTM2 (high) CD9 (high)"	ESC GCTM2 (mid) CD9 (mid)				Homo sapiens	0	2009
5005_1705168082_F	5005	5.8	Hough_2009_19890402	conventional	Illumina V2	"rgb(0,0,0)"	circle	1705168082_F	Hough	"BACKGROUND: Commitment in embryonic stem cells is often depicted as a binary choice between alternate cell states, pluripotency and specification to a particular germ layer or extraembryonic lineage. However, close examination of human ES cell cultures has revealed significant heterogeneity in the stem cell compartment. METHODOLOGY/PRINCIPAL FINDINGS: We isolated subpopulations of embryonic stem cells using surface markers, then examined their expression of pluripotency genes and lineage specific transcription factors at the single cell level, and tested their ability to regenerate colonies of stem cells. Transcript analysis of single embryonic stem cells showed that there is a gradient and a hierarchy of expression of pluripotency genes in the population. Even cells at the top of the hierarchy generally express only a subset of the stem cell genes studied. Many cells co-express pluripotency and lineage specific genes. Cells along the continuum show a progressively decreasing likelihood of self renewal as their expression of stem cell surface markers and pluripotency genes wanes. Most cells that are positive for stem cell surface markers express Oct-4, but only those towards the top of the hierarchy express the nodal receptor TDGF-1 and the growth factor GDF3. SIGNIFICANCE: These findings on gene expression in single embryonic stem cells are in concert with recent studies of early mammalian development, which reveal molecular heterogeneity and a stochasticity of gene expression in blastomeres. Our work indicates that only a small fraction of the population resides at the top of the hierarchy, that lineage priming (co-expression of stem cell and lineage specific genes) characterizes pluripotent stem cell populations, and that extrinsic signaling pathways are upstream of transcription factor networks that control pluripotency. [Abstract from original publiction; PLoS One. 2009 Nov 5;4(11):e7708.]"	embryonic stem cell		embryonic stem cell	Cy3	Hough	12	Homo sapiens	embryonic stem cell	Microarray (Illumina HumanWG-6 V2)		p7_rep3	"ESC GCTM2 (neg) CD9 (neg), ESC GCTM2 (low) CD9 (low), ESC GCTM2 (mid) CD9 (mid), ESC GCTM2 (high) CD9 (high)"	ESC GCTM2 (high) CD9 (high)				Homo sapiens	0	2009
6182_1848089084_A	6182	5.5	Kolle_2009_19650036	conventional	Illumina V2	"rgb(0,0,0)"	circle	1848089084_A	Kolle	"Surface marker expression forms the basis for characterization and isolation of human embryonic stem cells (hESCs). Currently, there are few well-defined protein epitopes that definitively mark hESCs. Here we combine immunotranscriptional profiling of hESC lines with membrane-polysome translation state array analysis (TSAA) to determine the full set of genes encoding potential hESC surface marker proteins. Three independently isolated hESC lines (HES2, H9, and MEL1) grown under feeder and feeder-free conditions were sorted into subpopulations by fluorescence-activated cell sorting based on coimmunoreactivity to the hESC surface markers GCTM-2 and CD9. Colony-forming assays confirmed that cells displaying high coimmunoreactivity to GCTM-2 and CD9 constitute an enriched subpopulation displaying multiple stem cell properties. Following microarray profiling, 820 genes were identified that were common to the GCTM-2(high)/CD9(high) stem cell-like subpopulation. Membrane-polysome TSAA analysis of hESCs identified 1,492 mRNAs encoding actively translated plasma membrane and secreted proteins. Combining these data sets, 88 genes encode proteins that mark the pluripotent subpopulation, of which only four had been previously reported. Cell surface immunoreactivity was confirmed for two of these markers: TACSTD1/EPCAM and CDH3/P-Cadherin, with antibodies for EPCAM able to enrich for pluripotent hESCs. This comprehensive listing of both hESCs and spontaneous differentiation-associated transcripts and survey of translated membrane-bound and secreted proteins provides a valuable resource for future study into the role of the extracellular environment in both the maintenance of pluripotency and directed differentiation."	embryonic stem cell		embryonic stem cell		Kolle	36	Homo sapiens		Microarray (Illumina HumanWG-6 V2)		HES2.KOSR_p5_rep1	"H9_TESR_P4, H9_TESR_P5, H9_TESR_P6, H9_TESR_P7, HES2_KOSR_P4, HES2_KOSR_P5, HES2_KOSR_P6, HES2_KOSR_P7, MEL1_KOSR_P4, MEL1_KOSR_P5, MEL1_KOSR_P6, MEL1_KOSR_P7"	HES2_KOSR_P5				Homo sapiens	0	2009
6182_1848089084_B	6182	5.5	Kolle_2009_19650036	conventional	Illumina V2	"rgb(0,0,0)"	circle	1848089084_B	Kolle	"Surface marker expression forms the basis for characterization and isolation of human embryonic stem cells (hESCs). Currently, there are few well-defined protein epitopes that definitively mark hESCs. Here we combine immunotranscriptional profiling of hESC lines with membrane-polysome translation state array analysis (TSAA) to determine the full set of genes encoding potential hESC surface marker proteins. Three independently isolated hESC lines (HES2, H9, and MEL1) grown under feeder and feeder-free conditions were sorted into subpopulations by fluorescence-activated cell sorting based on coimmunoreactivity to the hESC surface markers GCTM-2 and CD9. Colony-forming assays confirmed that cells displaying high coimmunoreactivity to GCTM-2 and CD9 constitute an enriched subpopulation displaying multiple stem cell properties. Following microarray profiling, 820 genes were identified that were common to the GCTM-2(high)/CD9(high) stem cell-like subpopulation. Membrane-polysome TSAA analysis of hESCs identified 1,492 mRNAs encoding actively translated plasma membrane and secreted proteins. Combining these data sets, 88 genes encode proteins that mark the pluripotent subpopulation, of which only four had been previously reported. Cell surface immunoreactivity was confirmed for two of these markers: TACSTD1/EPCAM and CDH3/P-Cadherin, with antibodies for EPCAM able to enrich for pluripotent hESCs. This comprehensive listing of both hESCs and spontaneous differentiation-associated transcripts and survey of translated membrane-bound and secreted proteins provides a valuable resource for future study into the role of the extracellular environment in both the maintenance of pluripotency and directed differentiation."	embryonic stem cell		embryonic stem cell		Kolle	36	Homo sapiens		Microarray (Illumina HumanWG-6 V2)		HES2.KOSR_p6_rep1	"H9_TESR_P4, H9_TESR_P5, H9_TESR_P6, H9_TESR_P7, HES2_KOSR_P4, HES2_KOSR_P5, HES2_KOSR_P6, HES2_KOSR_P7, MEL1_KOSR_P4, MEL1_KOSR_P5, MEL1_KOSR_P6, MEL1_KOSR_P7"	HES2_KOSR_P6				Homo sapiens	0	2009
6182_1848089084_C	6182	5.5	Kolle_2009_19650036	conventional	Illumina V2	"rgb(0,0,0)"	circle	1848089084_C	Kolle	"Surface marker expression forms the basis for characterization and isolation of human embryonic stem cells (hESCs). Currently, there are few well-defined protein epitopes that definitively mark hESCs. Here we combine immunotranscriptional profiling of hESC lines with membrane-polysome translation state array analysis (TSAA) to determine the full set of genes encoding potential hESC surface marker proteins. Three independently isolated hESC lines (HES2, H9, and MEL1) grown under feeder and feeder-free conditions were sorted into subpopulations by fluorescence-activated cell sorting based on coimmunoreactivity to the hESC surface markers GCTM-2 and CD9. Colony-forming assays confirmed that cells displaying high coimmunoreactivity to GCTM-2 and CD9 constitute an enriched subpopulation displaying multiple stem cell properties. Following microarray profiling, 820 genes were identified that were common to the GCTM-2(high)/CD9(high) stem cell-like subpopulation. Membrane-polysome TSAA analysis of hESCs identified 1,492 mRNAs encoding actively translated plasma membrane and secreted proteins. Combining these data sets, 88 genes encode proteins that mark the pluripotent subpopulation, of which only four had been previously reported. Cell surface immunoreactivity was confirmed for two of these markers: TACSTD1/EPCAM and CDH3/P-Cadherin, with antibodies for EPCAM able to enrich for pluripotent hESCs. This comprehensive listing of both hESCs and spontaneous differentiation-associated transcripts and survey of translated membrane-bound and secreted proteins provides a valuable resource for future study into the role of the extracellular environment in both the maintenance of pluripotency and directed differentiation."	embryonic stem cell		embryonic stem cell		Kolle	36	Homo sapiens		Microarray (Illumina HumanWG-6 V2)		HES2.KOSR_p7_rep1	"H9_TESR_P4, H9_TESR_P5, H9_TESR_P6, H9_TESR_P7, HES2_KOSR_P4, HES2_KOSR_P5, HES2_KOSR_P6, HES2_KOSR_P7, MEL1_KOSR_P4, MEL1_KOSR_P5, MEL1_KOSR_P6, MEL1_KOSR_P7"	HES2_KOSR_P7				Homo sapiens	0	2009
6182_1848089084_E	6182	5.5	Kolle_2009_19650036	conventional	Illumina V2	"rgb(0,0,0)"	circle	1848089084_E	Kolle	"Surface marker expression forms the basis for characterization and isolation of human embryonic stem cells (hESCs). Currently, there are few well-defined protein epitopes that definitively mark hESCs. Here we combine immunotranscriptional profiling of hESC lines with membrane-polysome translation state array analysis (TSAA) to determine the full set of genes encoding potential hESC surface marker proteins. Three independently isolated hESC lines (HES2, H9, and MEL1) grown under feeder and feeder-free conditions were sorted into subpopulations by fluorescence-activated cell sorting based on coimmunoreactivity to the hESC surface markers GCTM-2 and CD9. Colony-forming assays confirmed that cells displaying high coimmunoreactivity to GCTM-2 and CD9 constitute an enriched subpopulation displaying multiple stem cell properties. Following microarray profiling, 820 genes were identified that were common to the GCTM-2(high)/CD9(high) stem cell-like subpopulation. Membrane-polysome TSAA analysis of hESCs identified 1,492 mRNAs encoding actively translated plasma membrane and secreted proteins. Combining these data sets, 88 genes encode proteins that mark the pluripotent subpopulation, of which only four had been previously reported. Cell surface immunoreactivity was confirmed for two of these markers: TACSTD1/EPCAM and CDH3/P-Cadherin, with antibodies for EPCAM able to enrich for pluripotent hESCs. This comprehensive listing of both hESCs and spontaneous differentiation-associated transcripts and survey of translated membrane-bound and secreted proteins provides a valuable resource for future study into the role of the extracellular environment in both the maintenance of pluripotency and directed differentiation."	embryonic stem cell		embryonic stem cell		Kolle	36	Homo sapiens		Microarray (Illumina HumanWG-6 V2)		HES2.KOSR_p5_rep2	"H9_TESR_P4, H9_TESR_P5, H9_TESR_P6, H9_TESR_P7, HES2_KOSR_P4, HES2_KOSR_P5, HES2_KOSR_P6, HES2_KOSR_P7, MEL1_KOSR_P4, MEL1_KOSR_P5, MEL1_KOSR_P6, MEL1_KOSR_P7"	HES2_KOSR_P5				Homo sapiens	0	2009
6182_1848089084_F	6182	5.5	Kolle_2009_19650036	conventional	Illumina V2	"rgb(0,0,0)"	circle	1848089084_F	Kolle	"Surface marker expression forms the basis for characterization and isolation of human embryonic stem cells (hESCs). Currently, there are few well-defined protein epitopes that definitively mark hESCs. Here we combine immunotranscriptional profiling of hESC lines with membrane-polysome translation state array analysis (TSAA) to determine the full set of genes encoding potential hESC surface marker proteins. Three independently isolated hESC lines (HES2, H9, and MEL1) grown under feeder and feeder-free conditions were sorted into subpopulations by fluorescence-activated cell sorting based on coimmunoreactivity to the hESC surface markers GCTM-2 and CD9. Colony-forming assays confirmed that cells displaying high coimmunoreactivity to GCTM-2 and CD9 constitute an enriched subpopulation displaying multiple stem cell properties. Following microarray profiling, 820 genes were identified that were common to the GCTM-2(high)/CD9(high) stem cell-like subpopulation. Membrane-polysome TSAA analysis of hESCs identified 1,492 mRNAs encoding actively translated plasma membrane and secreted proteins. Combining these data sets, 88 genes encode proteins that mark the pluripotent subpopulation, of which only four had been previously reported. Cell surface immunoreactivity was confirmed for two of these markers: TACSTD1/EPCAM and CDH3/P-Cadherin, with antibodies for EPCAM able to enrich for pluripotent hESCs. This comprehensive listing of both hESCs and spontaneous differentiation-associated transcripts and survey of translated membrane-bound and secreted proteins provides a valuable resource for future study into the role of the extracellular environment in both the maintenance of pluripotency and directed differentiation."	embryonic stem cell		embryonic stem cell		Kolle	36	Homo sapiens		Microarray (Illumina HumanWG-6 V2)		HES2.KOSR_p7_rep2	"H9_TESR_P4, H9_TESR_P5, H9_TESR_P6, H9_TESR_P7, HES2_KOSR_P4, HES2_KOSR_P5, HES2_KOSR_P6, HES2_KOSR_P7, MEL1_KOSR_P4, MEL1_KOSR_P5, MEL1_KOSR_P6, MEL1_KOSR_P7"	HES2_KOSR_P7				Homo sapiens	0	2009
6182_1848089094_B	6182	5.5	Kolle_2009_19650036	conventional	Illumina V2	"rgb(0,0,0)"	circle	1848089094_B	Kolle	"Surface marker expression forms the basis for characterization and isolation of human embryonic stem cells (hESCs). Currently, there are few well-defined protein epitopes that definitively mark hESCs. Here we combine immunotranscriptional profiling of hESC lines with membrane-polysome translation state array analysis (TSAA) to determine the full set of genes encoding potential hESC surface marker proteins. Three independently isolated hESC lines (HES2, H9, and MEL1) grown under feeder and feeder-free conditions were sorted into subpopulations by fluorescence-activated cell sorting based on coimmunoreactivity to the hESC surface markers GCTM-2 and CD9. Colony-forming assays confirmed that cells displaying high coimmunoreactivity to GCTM-2 and CD9 constitute an enriched subpopulation displaying multiple stem cell properties. Following microarray profiling, 820 genes were identified that were common to the GCTM-2(high)/CD9(high) stem cell-like subpopulation. Membrane-polysome TSAA analysis of hESCs identified 1,492 mRNAs encoding actively translated plasma membrane and secreted proteins. Combining these data sets, 88 genes encode proteins that mark the pluripotent subpopulation, of which only four had been previously reported. Cell surface immunoreactivity was confirmed for two of these markers: TACSTD1/EPCAM and CDH3/P-Cadherin, with antibodies for EPCAM able to enrich for pluripotent hESCs. This comprehensive listing of both hESCs and spontaneous differentiation-associated transcripts and survey of translated membrane-bound and secreted proteins provides a valuable resource for future study into the role of the extracellular environment in both the maintenance of pluripotency and directed differentiation."	embryonic stem cell		embryonic stem cell		Kolle	36	Homo sapiens		Microarray (Illumina HumanWG-6 V2)		HES2.KOSR_p5_rep3	"H9_TESR_P4, H9_TESR_P5, H9_TESR_P6, H9_TESR_P7, HES2_KOSR_P4, HES2_KOSR_P5, HES2_KOSR_P6, HES2_KOSR_P7, MEL1_KOSR_P4, MEL1_KOSR_P5, MEL1_KOSR_P6, MEL1_KOSR_P7"	HES2_KOSR_P5				Homo sapiens	0	2009
